>>> STAGE 1: Encoder Pre-training
>> Collecting 10000 steps of data...
Stage 1 | Step 0 | Loss: 0.76763 | Best: 0.76763
3. Remote q (Follow): [-0.3   -0.836  0.299 -2.42  -0.03   1.728  0.755]
4. RL Torque:         [ 43.51  -51.431  65.414 -34.509  -1.685   0.577   4.312]
5. Actor Loss:        -17.2702
6. Critic Loss:       2.1032
7. BC Loss:           0.3298
8. Pred Loss:         0.0715
--------------------------------------------------
Step 2120 | Episode Finish | Reward: 58.9 | EARLY STOP
Step 2184 | Episode Finish | Reward: 60.3 | EARLY STOP

[DEBUG Step 2200]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [-0.001 -0.714  0.005 -2.352  0.017  1.635  0.785]
3. Remote q (Follow): [-0.029 -0.743  0.038 -2.286  0.028  1.51   0.771]
4. RL Torque:         [ 46.644  74.357 -16.85   76.728  -7.008 -10.014   4.493]
5. Actor Loss:        -17.6018
6. Critic Loss:       2.3494
7. BC Loss:           0.3285
8. Pred Loss:         0.0699
--------------------------------------------------
Step 2240 | Episode Finish | Reward: 51.6 | EARLY STOP

[DEBUG Step 2300]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.335  0.012  1.574  0.786]
2. Pred q (Encoder):  [-0.001 -0.714  0.001 -2.345  0.032  1.638  0.791]
3. Remote q (Follow): [ 0.07  -0.697 -0.073 -2.461 -0.042  1.404  0.48 ]
4. RL Torque:         [ -9.739  19.498 -66.284 -25.684   9.806  10.42   -9.568]
5. Actor Loss:        -18.0622
6. Critic Loss:       1.5778
7. BC Loss:           0.3298
8. Pred Loss:         0.0696
--------------------------------------------------
Step 2315 | Episode Finish | Reward: 75.0 | EARLY STOP

[DEBUG Step 2400]
--------------------------------------------------
1. True q (Leader):   [ 0.008 -0.78   0.004 -2.334  0.033  1.624  0.787]
2. Pred q (Encoder):  [ 0.001 -0.72   0.001 -2.383  0.017  1.658  0.795]
3. Remote q (Follow): [ 0.129 -0.782 -0.172 -2.119  0.718  1.416  1.048]
4. RL Torque:         [60.246 27.493 51.709 17.914  6.193  9.839  2.408]
5. Actor Loss:        -18.2571
6. Critic Loss:       1.1849
7. BC Loss:           0.3277
8. Pred Loss:         0.0712
--------------------------------------------------
Step 2406 | Episode Finish | Reward: 80.8 | EARLY STOP
Step 2476 | Episode Finish | Reward: 67.0 | EARLY STOP

[DEBUG Step 2500]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.347 -0.001  1.557  0.785]
2. Pred q (Encoder):  [-0.    -0.719 -0.003 -2.358  0.013  1.639  0.786]
3. Remote q (Follow): [-0.106 -0.798  0.097 -2.439 -0.065  1.597  0.778]
4. RL Torque:         [ 58.304  42.05   76.657 -23.874 -10.115  -5.536  -8.031]
5. Actor Loss:        -18.5515
6. Critic Loss:       1.2099
7. BC Loss:           0.3239
8. Pred Loss:         0.0715
--------------------------------------------------
Step 2549 | Episode Finish | Reward: 70.5 | EARLY STOP

[DEBUG Step 2600]
--------------------------------------------------
1. True q (Leader):   [ 0.002 -0.787  0.001 -2.338  0.005  1.562  0.785]
2. Pred q (Encoder):  [ 0.001 -0.719 -0.006 -2.359  0.017  1.643  0.789]
3. Remote q (Follow): [ 0.29  -0.593 -0.168 -2.066 -0.025  1.352  0.658]
4. RL Torque:         [ 47.497 -50.674 -71.457  44.172   9.542   9.209  -0.739]
5. Actor Loss:        -18.6377
6. Critic Loss:       1.6265
7. BC Loss:           0.3160
8. Pred Loss:         0.0711
--------------------------------------------------
Step 2619 | Episode Finish | Reward: 64.9 | EARLY STOP
Step 2672 | Episode Finish | Reward: 48.9 | EARLY STOP

[DEBUG Step 2700]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.002 -0.724 -0.001 -2.361  0.023  1.636  0.785]
3. Remote q (Follow): [ 0.317 -0.873 -0.294 -2.479  0.043  1.675  0.806]
4. RL Torque:         [  4.561  28.6   -46.781 -79.577  -8.647  -4.19   -1.723]
5. Actor Loss:        -18.7732
6. Critic Loss:       2.3673
7. BC Loss:           0.3214
8. Pred Loss:         0.0695
--------------------------------------------------
Step 2720 | Episode Finish | Reward: 42.5 | EARLY STOP
Step 2777 | Episode Finish | Reward: 53.2 | EARLY STOP

[DEBUG Step 2800]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.348 -0.001  1.559  0.785]
2. Pred q (Encoder):  [ 0.002 -0.712  0.002 -2.343  0.016  1.63   0.783]
3. Remote q (Follow): [ 0.017 -0.751  0.085 -2.363 -0.024  1.575  0.819]
4. RL Torque:         [ -9.064 -46.874 -24.419  26.531  -7.055   2.358   7.06 ]
5. Actor Loss:        -18.8017
6. Critic Loss:       2.5978
7. BC Loss:           0.3238
8. Pred Loss:         0.0688
--------------------------------------------------
Step 2865 | Episode Finish | Reward: 86.9 | EARLY STOP

[DEBUG Step 2900]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.002 -0.715 -0.006 -2.336  0.016  1.626  0.78 ]
3. Remote q (Follow): [ 0.167 -0.82  -0.117 -2.402 -0.027  1.583  0.869]
4. RL Torque:         [ 19.598  24.8   -59.417 -18.147   9.833  -1.187   2.539]
5. Actor Loss:        -19.1476
6. Critic Loss:       5.2698
7. BC Loss:           0.3170
8. Pred Loss:         0.0700
--------------------------------------------------
Step 2934 | Episode Finish | Reward: 64.9 | EARLY STOP

[DEBUG Step 3000]
--------------------------------------------------
1. True q (Leader):   [ 0.004 -0.785  0.002 -2.334  0.017  1.585  0.786]
2. Pred q (Encoder):  [-0.    -0.728  0.001 -2.371  0.019  1.654  0.796]
3. Remote q (Follow): [ 0.041 -0.539  0.091 -1.979 -0.031  1.357  0.779]
4. RL Torque:         [ 49.591  67.924 -32.989  18.36   -7.547   0.14    0.973]
5. Actor Loss:        -18.9038
6. Critic Loss:       3.7875
7. BC Loss:           0.3048
8. Pred Loss:         0.0689
--------------------------------------------------
Step 3040 | Episode Finish | Reward: 95.5 | EARLY STOP

[DEBUG Step 3100]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.335  0.012  1.574  0.786]
2. Pred q (Encoder):  [ 0.    -0.718  0.    -2.336  0.033  1.623  0.787]
3. Remote q (Follow): [ 0.351 -0.762 -0.09  -2.29  -0.108  1.279  0.93 ]
4. RL Torque:         [-16.839 -16.047  47.07  -66.552  11.143  -5.513  -2.166]
5. Actor Loss:        -19.0974
6. Critic Loss:       2.3218
7. BC Loss:           0.3183
8. Pred Loss:         0.0692
--------------------------------------------------
Step 3133 | Episode Finish | Reward: 84.3 | EARLY STOP

[DEBUG Step 3200]
--------------------------------------------------
1. True q (Leader):   [ 0.004 -0.785  0.002 -2.334  0.018  1.587  0.786]
2. Pred q (Encoder):  [ 0.003 -0.731 -0.006 -2.382  0.03   1.658  0.801]
3. Remote q (Follow): [-0.415 -0.792  0.397 -2.3    0.073  1.26   0.721]
4. RL Torque:         [-31.401 -36.226  52.719  49.078   0.266   8.941  -6.391]
5. Actor Loss:        -19.3808
6. Critic Loss:       1.3263
7. BC Loss:           0.3099
8. Pred Loss:         0.0691
--------------------------------------------------
Step 3219 | Episode Finish | Reward: 82.2 | EARLY STOP
Step 3288 | Episode Finish | Reward: 65.8 | EARLY STOP

[DEBUG Step 3300]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.004 -0.727  0.001 -2.412  0.015  1.657  0.807]
3. Remote q (Follow): [ 0.014 -0.771 -0.005 -2.366 -0.009  1.599  0.777]
4. RL Torque:         [-16.108  59.146  43.802 -52.91    2.111  -5.357   2.805]
5. Actor Loss:        -19.5460
6. Critic Loss:       2.2473
7. BC Loss:           0.3028
8. Pred Loss:         0.0699
--------------------------------------------------
Step 3365 | Episode Finish | Reward: 77.8 | EARLY STOP

[DEBUG Step 3400]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.003 -0.728  0.    -2.349  0.034  1.645  0.792]
3. Remote q (Follow): [ 0.315 -0.907 -0.348 -2.519 -0.036  1.819  0.779]
4. RL Torque:         [ 44.469   4.651 -56.4   -41.143  -9.399   2.718  -7.208]
5. Actor Loss:        -19.6133
6. Critic Loss:       2.9210
7. BC Loss:           0.3090
8. Pred Loss:         0.0673
--------------------------------------------------
Step 3438 | Episode Finish | Reward: 60.3 | EARLY STOP

[DEBUG Step 3500]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.335  0.013  1.578  0.786]
2. Pred q (Encoder):  [ 0.003 -0.724  0.001 -2.355  0.022  1.63   0.787]
3. Remote q (Follow): [ 0.321 -0.589  0.209 -2.206 -0.254  1.547  0.78 ]
4. RL Torque:         [68.589 37.774 57.543  2.742 -1.788 -5.78  -4.28 ]
5. Actor Loss:        -19.7318
6. Critic Loss:       1.0870
7. BC Loss:           0.3165
8. Pred Loss:         0.0671
--------------------------------------------------
Step 3540 | Episode Finish | Reward: 86.3 | EARLY STOP

[DEBUG Step 3600]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.335  0.012  1.574  0.786]
2. Pred q (Encoder):  [ 0.001 -0.731  0.001 -2.369  0.022  1.642  0.799]
3. Remote q (Follow): [-0.408 -0.804  0.206 -2.332 -0.102  1.61   0.452]
4. RL Torque:         [ 47.33    7.028 -35.25  -72.638  -8.41    4.39   -6.716]
5. Actor Loss:        -19.9471
6. Critic Loss:       3.6659
7. BC Loss:           0.3066
8. Pred Loss:         0.0684
--------------------------------------------------
Step 3628 | Episode Finish | Reward: 79.7 | EARLY STOP
Step 3676 | Episode Finish | Reward: 45.9 | EARLY STOP

[DEBUG Step 3700]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.347 -0.001  1.557  0.785]
2. Pred q (Encoder):  [ 0.002 -0.716  0.004 -2.338  0.019  1.62   0.778]
3. Remote q (Follow): [ 0.169 -0.669 -0.06  -2.166 -0.117  1.442  0.759]
4. RL Torque:         [-24.296  52.071 -51.683  -4.26    3.758   7.548   3.083]
5. Actor Loss:        -19.9862
6. Critic Loss:       2.7041
7. BC Loss:           0.3053
8. Pred Loss:         0.0685
--------------------------------------------------
Step 3733 | Episode Finish | Reward: 49.3 | EARLY STOP
Step 3782 | Episode Finish | Reward: 46.0 | EARLY STOP

[DEBUG Step 3800]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.354 -0.     1.568  0.785]
2. Pred q (Encoder):  [-0.002 -0.72   0.002 -2.344  0.003  1.629  0.778]
3. Remote q (Follow): [-0.012 -0.838  0.031 -2.417 -0.082  1.627  0.787]
4. RL Torque:         [-35.86  -58.318  13.081 -67.752 -10.395   7.855   6.207]
5. Actor Loss:        -20.1156
6. Critic Loss:       4.3793
7. BC Loss:           0.3019
8. Pred Loss:         0.0658
--------------------------------------------------
Step 3842 | Episode Finish | Reward: 55.6 | EARLY STOP
Step 3894 | Episode Finish | Reward: 44.1 | EARLY STOP

[DEBUG Step 3900]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [-0.001 -0.729 -0.002 -2.342  0.027  1.628  0.786]
3. Remote q (Follow): [-0.011 -0.785  0.003 -2.355 -0.006  1.562  0.791]
4. RL Torque:         [-67.24  -64.512 -48.629  14.51   11.022  -1.582  -0.596]
5. Actor Loss:        -20.3195
6. Critic Loss:       1.7075
7. BC Loss:           0.2956
8. Pred Loss:         0.0666
--------------------------------------------------
Step 3946 | Episode Finish | Reward: 50.6 | EARLY STOP

[DEBUG Step 4000]
--------------------------------------------------
1. True q (Leader):   [ 0.002 -0.787  0.001 -2.337  0.007  1.565  0.785]
2. Pred q (Encoder):  [ 0.002 -0.737  0.002 -2.406  0.017  1.652  0.807]
3. Remote q (Follow): [-0.652 -0.976  0.455 -2.501 -0.111  1.997  0.803]
4. RL Torque:         [-60.284  56.126   1.033 -35.676 -11.306  -2.061 -10.611]
5. Actor Loss:        -20.2667
6. Critic Loss:       2.1461
7. BC Loss:           0.3010
8. Pred Loss:         0.0660
--------------------------------------------------
Step 4002 | Episode Finish | Reward: 52.0 | EARLY STOP
Step 4047 | Episode Finish | Reward: 42.1 | EARLY STOP

[DEBUG Step 4100]
--------------------------------------------------
1. True q (Leader):   [ 0.002 -0.787  0.001 -2.338  0.007  1.564  0.785]
2. Pred q (Encoder):  [-0.005 -0.732  0.001 -2.371  0.016  1.639  0.797]
3. Remote q (Follow): [-0.492 -1.     0.439 -2.553 -0.103  1.786  0.795]
4. RL Torque:         [  6.23  -32.716  -0.752  -3.652   4.428  -1.702   6.049]
5. Actor Loss:        -20.3045
6. Critic Loss:       4.7958
7. BC Loss:           0.2898
8. Pred Loss:         0.0651
--------------------------------------------------
Step 4113 | Episode Finish | Reward: 61.3 | EARLY STOP
Step 4195 | Episode Finish | Reward: 75.0 | EARLY STOP

[DEBUG Step 4200]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.005 -0.735  0.001 -2.366  0.01   1.635  0.785]
3. Remote q (Follow): [ 0.019 -0.775 -0.009 -2.336 -0.009  1.558  0.783]
4. RL Torque:         [47.54  27.901  1.009 71.66  -0.673  0.162 -0.448]
5. Actor Loss:        -20.4052
6. Critic Loss:       1.6618
7. BC Loss:           0.2849
8. Pred Loss:         0.0670
--------------------------------------------------
Step 4236 | Episode Finish | Reward: 37.3 | EARLY STOP
Step 4288 | Episode Finish | Reward: 51.0 | EARLY STOP

[DEBUG Step 4300]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [-0.    -0.72   0.001 -2.344  0.017  1.629  0.782]
3. Remote q (Follow): [-0.075 -0.774  0.066 -2.355  0.013  1.58   0.783]
4. RL Torque:         [-19.728 -31.85  -53.178  49.712  -8.394   7.077   4.624]
5. Actor Loss:        -20.5987
6. Critic Loss:       4.6823
7. BC Loss:           0.3055
8. Pred Loss:         0.0655
--------------------------------------------------
Step 4347 | Episode Finish | Reward: 56.7 | EARLY STOP

[DEBUG Step 4400]
--------------------------------------------------
1. True q (Leader):   [ 0.002 -0.787  0.001 -2.338  0.007  1.564  0.785]
2. Pred q (Encoder):  [ 0.01  -0.731  0.004 -2.367  0.03   1.621  0.79 ]
3. Remote q (Follow): [-0.125 -0.535 -0.068 -2.227 -0.024  1.576  0.887]
4. RL Torque:         [-41.911 -58.218  47.412  14.213  -2.177  -4.513   4.815]
5. Actor Loss:        -20.4751
6. Critic Loss:       1.1260
7. BC Loss:           0.2780
8. Pred Loss:         0.0655
--------------------------------------------------
Step 4421 | Episode Finish | Reward: 72.6 | EARLY STOP
Step 4490 | Episode Finish | Reward: 68.5 | EARLY STOP

[DEBUG Step 4500]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.002 -0.713 -0.002 -2.32   0.012  1.612  0.773]
3. Remote q (Follow): [ 0.045 -0.778 -0.031 -2.357 -0.012  1.562  0.795]
4. RL Torque:         [-74.365 -10.921 -24.086  23.985   0.322   3.294  -1.04 ]
5. Actor Loss:        -20.6358
6. Critic Loss:       3.0663
7. BC Loss:           0.3046
8. Pred Loss:         0.0650
--------------------------------------------------
Step 4572 | Episode Finish | Reward: 85.5 | EARLY STOP

[DEBUG Step 4600]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.002 -0.736  0.006 -2.377  0.009  1.643  0.791]
3. Remote q (Follow): [-0.098 -0.71   0.059 -2.295 -0.033  1.569  0.764]
4. RL Torque:         [ 53.129 -23.093  29.025  33.516   1.45    6.197 -11.25 ]
5. Actor Loss:        -20.7653
6. Critic Loss:       4.3098
7. BC Loss:           0.2862
8. Pred Loss:         0.0634
--------------------------------------------------
Step 4639 | Episode Finish | Reward: 69.1 | EARLY STOP

[DEBUG Step 4700]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.335  0.013  1.576  0.786]
2. Pred q (Encoder):  [-0.001 -0.73  -0.    -2.337  0.025  1.619  0.784]
3. Remote q (Follow): [-0.091 -0.701  0.31  -2.348 -0.175  1.468  0.775]
4. RL Torque:         [56.118 55.711 55.01  28.474 -3.612 -8.313  4.02 ]
5. Actor Loss:        -20.7917
6. Critic Loss:       2.3592
7. BC Loss:           0.2775
8. Pred Loss:         0.0634
--------------------------------------------------
Step 4738 | Episode Finish | Reward: 95.6 | EARLY STOP
Step 4798 | Episode Finish | Reward: 59.1 | EARLY STOP

[DEBUG Step 4800]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.005 -0.726 -0.002 -2.352  0.014  1.622  0.783]
3. Remote q (Follow): [-0.003 -0.786  0.002 -2.357 -0.001  1.57   0.784]
4. RL Torque:         [ 19.998 -65.861  69.338  53.021  -0.79   -4.52   10.264]
5. Actor Loss:        -20.8029
6. Critic Loss:       4.4239
7. BC Loss:           0.2750
8. Pred Loss:         0.0655
--------------------------------------------------
Step 4864 | Episode Finish | Reward: 63.6 | EARLY STOP

[DEBUG Step 4900]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.004 -0.718  0.001 -2.331  0.015  1.612  0.776]
3. Remote q (Follow): [ 0.026 -0.906 -0.114 -2.457 -0.102  1.646  0.873]
4. RL Torque:         [14.216 37.989 25.686 46.384 -7.31   4.861 10.286]
5. Actor Loss:        -20.9081
6. Critic Loss:       4.3229
7. BC Loss:           0.2683
8. Pred Loss:         0.0659
--------------------------------------------------
Step 4942 | Episode Finish | Reward: 71.9 | EARLY STOP

[DEBUG Step 5000]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.336  0.01   1.571  0.785]
2. Pred q (Encoder):  [ 0.004 -0.718 -0.001 -2.345  0.025  1.614  0.786]
3. Remote q (Follow): [-0.156 -0.83   0.005 -2.476 -0.22   2.019  0.918]
4. RL Torque:         [-24.095  64.889  -8.7    70.513  -6.412  -4.014   6.483]
5. Actor Loss:        -21.1542
6. Critic Loss:       5.4242
7. BC Loss:           0.2786
8. Pred Loss:         0.0653
--------------------------------------------------
Step 5013 | Episode Finish | Reward: 70.0 | EARLY STOP
Step 5060 | Episode Finish | Reward: 44.5 | EARLY STOP

[DEBUG Step 5100]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.788  0.    -2.344 -0.     1.555  0.785]
2. Pred q (Encoder):  [ 0.003 -0.738  0.002 -2.362  0.019  1.633  0.789]
3. Remote q (Follow): [-0.44  -0.853  0.359 -2.469  0.204  1.679  0.828]
4. RL Torque:         [ 47.317 -34.544 -14.422 -65.821   0.37   -2.015  -0.83 ]
5. Actor Loss:        -21.0877
6. Critic Loss:       4.7381
7. BC Loss:           0.2766
8. Pred Loss:         0.0633
--------------------------------------------------
Step 5120 | Episode Finish | Reward: 53.7 | EARLY STOP
Step 5183 | Episode Finish | Reward: 61.6 | EARLY STOP

[DEBUG Step 5200]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356 -0.     1.57   0.785]
2. Pred q (Encoder):  [ 0.003 -0.743  0.008 -2.384  0.014  1.647  0.788]
3. Remote q (Follow): [-0.056 -0.783  0.01  -2.349 -0.     1.585  0.818]
4. RL Torque:         [-52.108  64.773 -20.431 -70.62   -0.784   0.283  -6.831]
5. Actor Loss:        -21.0658
6. Critic Loss:       6.9510
7. BC Loss:           0.2622
8. Pred Loss:         0.0653
--------------------------------------------------
Step 5253 | Episode Finish | Reward: 64.0 | EARLY STOP

[DEBUG Step 5300]
--------------------------------------------------
1. True q (Leader):   [ 0.001 -0.787  0.001 -2.34   0.003  1.558  0.785]
2. Pred q (Encoder):  [ 0.007 -0.734  0.002 -2.374  0.019  1.643  0.787]
3. Remote q (Follow): [-0.297 -0.761  0.063 -2.255 -0.006  1.434  0.807]
4. RL Torque:         [-73.255  72.02   10.332   5.118  -4.18   -1.162   6.401]
5. Actor Loss:        -21.2716
6. Critic Loss:       4.2288
7. BC Loss:           0.2557
8. Pred Loss:         0.0628
--------------------------------------------------
Step 5319 | Episode Finish | Reward: 68.8 | EARLY STOP
Step 5398 | Episode Finish | Reward: 73.9 | EARLY STOP

[DEBUG Step 5400]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.001 -0.723 -0.    -2.334  0.018  1.61   0.781]
3. Remote q (Follow): [-0.003 -0.784 -0.001 -2.355  0.001  1.57   0.786]
4. RL Torque:         [-49.108  39.216 -48.351 -20.165  -3.029  -4.722   7.657]
5. Actor Loss:        -21.4103
6. Critic Loss:       1.9637
7. BC Loss:           0.2609
8. Pred Loss:         0.0623
--------------------------------------------------
Step 5471 | Episode Finish | Reward: 73.0 | EARLY STOP

[DEBUG Step 5500]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.008 -0.745 -0.    -2.397  0.027  1.651  0.8  ]
3. Remote q (Follow): [-0.165 -0.751  0.15  -2.318  0.009  1.632  0.724]
4. RL Torque:         [ -4.307  34.61   19.895 -19.121  -3.028   4.805  -2.079]
5. Actor Loss:        -21.2491
6. Critic Loss:       3.2230
7. BC Loss:           0.2503
8. Pred Loss:         0.0638
--------------------------------------------------
Step 5531 | Episode Finish | Reward: 57.7 | EARLY STOP
Step 5589 | Episode Finish | Reward: 50.8 | EARLY STOP

[DEBUG Step 5600]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.009 -0.735  0.006 -2.382  0.027  1.64   0.793]
3. Remote q (Follow): [-0.036 -0.77  -0.005 -2.335  0.018  1.572  0.805]
4. RL Torque:         [ 39.623 -49.724  21.896  48.264  -1.286  -5.786  -8.006]
5. Actor Loss:        -21.4378
6. Critic Loss:       3.7759
7. BC Loss:           0.2533
8. Pred Loss:         0.0620
--------------------------------------------------
Step 5672 | Episode Finish | Reward: 82.2 | EARLY STOP

[DEBUG Step 5700]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.002 -0.753  0.003 -2.374  0.028  1.648  0.793]
3. Remote q (Follow): [-0.175 -0.808  0.088 -2.46   0.063  1.693  0.788]
4. RL Torque:         [-47.457 -57.43  -43.141 -48.278  -3.346   6.335   4.089]
5. Actor Loss:        -21.5843
6. Critic Loss:       3.5338
7. BC Loss:           0.2629
8. Pred Loss:         0.0603
--------------------------------------------------
Step 5751 | Episode Finish | Reward: 69.3 | EARLY STOP

[DEBUG Step 5800]
--------------------------------------------------
1. True q (Leader):   [ 0.001 -0.787  0.001 -2.339  0.004  1.56   0.785]
2. Pred q (Encoder):  [ 0.    -0.735  0.003 -2.356  0.017  1.634  0.785]
3. Remote q (Follow): [-0.047 -0.847  0.002 -2.309 -0.057  1.545  0.72 ]
4. RL Torque:         [ 24.285 -32.81  -57.547  -8.984  -2.034   8.525   6.553]
5. Actor Loss:        -21.5069
6. Critic Loss:       2.1620
7. BC Loss:           0.2403
8. Pred Loss:         0.0614
--------------------------------------------------
Step 5843 | Episode Finish | Reward: 94.5 | EARLY STOP

[DEBUG Step 5900]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.336  0.01   1.57   0.785]
2. Pred q (Encoder):  [ 0.007 -0.74   0.002 -2.376  0.033  1.634  0.798]
3. Remote q (Follow): [-0.318 -0.784  0.157 -2.531  0.011  2.161  0.694]
4. RL Torque:         [ -8.353  -1.733 -48.467  54.543   3.109  -0.369  -0.875]
5. Actor Loss:        -21.4443
6. Critic Loss:       7.9094
7. BC Loss:           0.2410
8. Pred Loss:         0.0635
--------------------------------------------------
Step 5908 | Episode Finish | Reward: 63.8 | EARLY STOP
Step 5970 | Episode Finish | Reward: 51.8 | EARLY STOP

[DEBUG Step 6000]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.004 -0.723  0.004 -2.346  0.023  1.624  0.79 ]
3. Remote q (Follow): [ 0.103 -0.657 -0.098 -2.19  -0.051  1.424  0.751]
4. RL Torque:         [ 34.557 -38.104  -2.579   2.948   7.691   6.48   -7.43 ]
5. Actor Loss:        -21.6372
6. Critic Loss:       2.4481
7. BC Loss:           0.2476
8. Pred Loss:         0.0623
--------------------------------------------------
Step 6046 | Episode Finish | Reward: 67.6 | EARLY STOP

[DEBUG Step 6100]
--------------------------------------------------
1. True q (Leader):   [ 0.002 -0.787  0.001 -2.337  0.007  1.565  0.785]
2. Pred q (Encoder):  [ 0.001 -0.724  0.001 -2.313  0.006  1.592  0.767]
3. Remote q (Follow): [-0.221 -0.707  0.155 -2.224 -0.222  1.59   0.71 ]
4. RL Torque:         [-11.238 -82.19  -52.812   7.855   1.295   2.775  10.011]
5. Actor Loss:        -21.7043
6. Critic Loss:       4.7213
7. BC Loss:           0.2481
8. Pred Loss:         0.0611
--------------------------------------------------
Step 6140 | Episode Finish | Reward: 88.3 | EARLY STOP

[DEBUG Step 6200]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.335  0.012  1.574  0.786]
2. Pred q (Encoder):  [-0.003 -0.71  -0.001 -2.301  0.     1.601  0.766]
3. Remote q (Follow): [-0.39  -0.75   0.173 -2.13   0.073  1.105  0.783]
4. RL Torque:         [ -2.214  14.806 -27.732  75.59   -3.494  -3.94   -2.622]
5. Actor Loss:        -21.5433
6. Critic Loss:       9.6226
7. BC Loss:           0.2287
8. Pred Loss:         0.0623
--------------------------------------------------
Step 6207 | Episode Finish | Reward: 68.8 | EARLY STOP
Step 6276 | Episode Finish | Reward: 63.1 | EARLY STOP

[DEBUG Step 6300]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.347 -0.001  1.557  0.785]
2. Pred q (Encoder):  [ 0.006 -0.741  0.002 -2.373  0.025  1.629  0.797]
3. Remote q (Follow): [-0.022 -0.797  0.019 -2.355  0.     1.58   0.674]
4. RL Torque:         [-23.495  61.405 -70.538 -21.912   4.537   6.26    2.024]
5. Actor Loss:        -21.8131
6. Critic Loss:       5.7642
7. BC Loss:           0.2367
8. Pred Loss:         0.0612
--------------------------------------------------
Step 6352 | Episode Finish | Reward: 76.9 | EARLY STOP

[DEBUG Step 6400]
--------------------------------------------------
1. True q (Leader):   [ 0.001 -0.787  0.001 -2.34   0.004  1.559  0.785]
2. Pred q (Encoder):  [ 0.002 -0.738  0.002 -2.361  0.018  1.633  0.789]
3. Remote q (Follow): [-0.284 -0.642  0.236 -2.17   0.052  1.463  0.77 ]
4. RL Torque:         [-71.777  54.095 -24.008  65.148   3.242  -0.536  -2.459]
5. Actor Loss:        -21.7872
6. Critic Loss:       4.0153
7. BC Loss:           0.2339
8. Pred Loss:         0.0596
--------------------------------------------------
Step 6448 | Episode Finish | Reward: 89.7 | EARLY STOP

